[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11.26MiB / 3.871GiB, 0.28%, 136MB / 98.6MB, 0B / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.59%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 163kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.59%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.44%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.60%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.13%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.43%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.47%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.60%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.13%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.43%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.47%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.88%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.44%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.88%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.44%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.70%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.87%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.98%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.70%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.87%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.895MiB / 125MiB, 4.72%, 540kB / 307kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.98%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.39%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.895MiB / 125MiB, 4.72%, 540kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.37%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.39%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 379kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.895MiB / 125MiB, 4.72%, 540kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.37%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.92%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.22%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.895MiB / 125MiB, 4.72%, 540kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.36%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.92%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 271kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.22%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.895MiB / 125MiB, 4.72%, 540kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.36%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.83%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.75%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.52%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.83%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.75%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.52%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.83%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.75%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.52%, 12.47MiB / 3.871GiB, 0.31%, 98.7MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.34%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.92%, 12.47MiB / 3.871GiB, 0.31%, 98.8MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.34%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.92%, 12.47MiB / 3.871GiB, 0.31%, 98.8MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.87%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.57%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 12.47MiB / 3.871GiB, 0.31%, 98.8MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.87%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.57%, 29.26MiB / 500MiB, 5.85%, 2.15MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 12.47MiB / 3.871GiB, 0.31%, 98.8MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.18%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.68%, 29.26MiB / 500MiB, 5.85%, 2.16MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.53%, 12.47MiB / 3.871GiB, 0.31%, 98.8MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.18%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.68%, 29.26MiB / 500MiB, 5.85%, 2.16MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.53%, 12.47MiB / 3.871GiB, 0.31%, 98.8MB / 140MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.07%, 11.28MiB / 3.871GiB, 0.28%, 141MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 164kB / 272kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.16MB / 380kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.895MiB / 125MiB, 4.72%, 541kB / 308kB, 160kB / 0B
