[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.527MiB / 3.871GiB, 0.24%, 19.2MB / 14MB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.35%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.758MiB / 125MiB, 4.61%, 76.3kB / 42.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 128.02%, 10.71MiB / 3.871GiB, 0.27%, 14.6MB / 20.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 20.07%, 9.672MiB / 3.871GiB, 0.24%, 20.7MB / 15MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.35%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.758MiB / 125MiB, 4.61%, 76.3kB / 42.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 128.02%, 10.71MiB / 3.871GiB, 0.27%, 14.6MB / 20.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 20.07%, 9.672MiB / 3.871GiB, 0.24%, 20.7MB / 15MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.35%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.758MiB / 125MiB, 4.61%, 76.3kB / 42.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 128.02%, 10.71MiB / 3.871GiB, 0.27%, 14.6MB / 20.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.21%, 9.672MiB / 3.871GiB, 0.24%, 20.7MB / 15.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.758MiB / 125MiB, 4.61%, 76.5kB / 42.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.92%, 10.71MiB / 3.871GiB, 0.27%, 14.7MB / 20.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.21%, 9.672MiB / 3.871GiB, 0.24%, 20.7MB / 15.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.758MiB / 125MiB, 4.61%, 76.5kB / 42.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.92%, 10.71MiB / 3.871GiB, 0.27%, 14.7MB / 20.6MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.80%, 9.672MiB / 3.871GiB, 0.24%, 20.8MB / 15.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.758MiB / 125MiB, 4.61%, 76.5kB / 42.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.65%, 10.71MiB / 3.871GiB, 0.27%, 14.8MB / 20.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.80%, 9.672MiB / 3.871GiB, 0.24%, 20.8MB / 15.1MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.758MiB / 125MiB, 4.61%, 76.5kB / 42.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.65%, 10.71MiB / 3.871GiB, 0.27%, 14.8MB / 20.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.23%, 9.672MiB / 3.871GiB, 0.24%, 20.9MB / 15.2MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.18%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.758MiB / 125MiB, 4.61%, 76.5kB / 42.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.87%, 10.71MiB / 3.871GiB, 0.27%, 14.8MB / 20.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.23%, 9.672MiB / 3.871GiB, 0.24%, 20.9MB / 15.2MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.18%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.758MiB / 125MiB, 4.61%, 76.5kB / 42.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.87%, 10.71MiB / 3.871GiB, 0.27%, 14.8MB / 20.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.32%, 9.672MiB / 3.871GiB, 0.24%, 21MB / 15.2MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.18%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.758MiB / 125MiB, 4.61%, 76.7kB / 43kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.25%, 10.71MiB / 3.871GiB, 0.27%, 14.9MB / 20.9MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.32%, 9.672MiB / 3.871GiB, 0.24%, 21MB / 15.2MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.18%, 25.32MiB / 500MiB, 5.06%, 288kB / 52.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.758MiB / 125MiB, 4.61%, 76.7kB / 43kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.25%, 10.71MiB / 3.871GiB, 0.27%, 14.9MB / 20.9MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.19%, 9.672MiB / 3.871GiB, 0.24%, 21.1MB / 15.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.27%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.758MiB / 125MiB, 4.61%, 76.7kB / 43kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.19%, 10.71MiB / 3.871GiB, 0.27%, 15MB / 21MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.19%, 9.672MiB / 3.871GiB, 0.24%, 21.1MB / 15.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.4kB / 37.4kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.27%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.758MiB / 125MiB, 4.61%, 76.7kB / 43kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.19%, 10.71MiB / 3.871GiB, 0.27%, 15MB / 21MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.19%, 9.672MiB / 3.871GiB, 0.24%, 21.1MB / 15.3MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.27%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.758MiB / 125MiB, 4.61%, 76.7kB / 43kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 108.12%, 10.71MiB / 3.871GiB, 0.27%, 15MB / 21.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.16%, 9.672MiB / 3.871GiB, 0.24%, 21.2MB / 15.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.758MiB / 125MiB, 4.61%, 77kB / 43.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 108.12%, 10.71MiB / 3.871GiB, 0.27%, 15MB / 21.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.16%, 9.672MiB / 3.871GiB, 0.24%, 21.2MB / 15.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.758MiB / 125MiB, 4.61%, 77kB / 43.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 108.12%, 10.71MiB / 3.871GiB, 0.27%, 15MB / 21.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.67%, 9.672MiB / 3.871GiB, 0.24%, 21.2MB / 15.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.758MiB / 125MiB, 4.61%, 77kB / 43.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.24%, 10.73MiB / 3.871GiB, 0.27%, 15.1MB / 21.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.67%, 9.672MiB / 3.871GiB, 0.24%, 21.2MB / 15.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.758MiB / 125MiB, 4.61%, 77kB / 43.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.24%, 10.73MiB / 3.871GiB, 0.27%, 15.1MB / 21.1MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.80%, 9.672MiB / 3.871GiB, 0.24%, 21.3MB / 15.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.21%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.758MiB / 125MiB, 4.61%, 77.2kB / 43.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.63%, 10.74MiB / 3.871GiB, 0.27%, 15.2MB / 21.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.80%, 9.672MiB / 3.871GiB, 0.24%, 21.3MB / 15.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.21%, 25.32MiB / 500MiB, 5.06%, 290kB / 53.1kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.758MiB / 125MiB, 4.61%, 77.2kB / 43.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.63%, 10.74MiB / 3.871GiB, 0.27%, 15.2MB / 21.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.05%, 9.672MiB / 3.871GiB, 0.24%, 21.4MB / 15.6MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.5kB / 37.6kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.28%, 25.32MiB / 500MiB, 5.06%, 292kB / 53.5kB, 27.8MB / 0B
