[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.52MiB / 50MiB, 5.04%, 2.09kB / 1.71kB, 115kB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.34%, 5.156MiB / 125MiB, 4.12%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.16%, 21.8MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.88%, 5.68MiB / 3.703GiB, 0.15%, 3.72MB / 2.8MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.28%, 6.316MiB / 3.703GiB, 0.17%, 2.75MB / 3.7MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.34%, 5.156MiB / 125MiB, 4.12%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.16%, 21.8MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.30%, 5.699MiB / 3.703GiB, 0.15%, 3.82MB / 2.87MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 110.09%, 6.328MiB / 3.703GiB, 0.17%, 2.82MB / 3.8MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.46%, 5.16MiB / 125MiB, 4.13%, 18.6kB / 9.27kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.82%, 22MiB / 500MiB, 4.40%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.30%, 5.699MiB / 3.703GiB, 0.15%, 3.82MB / 2.87MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 110.09%, 6.328MiB / 3.703GiB, 0.17%, 2.82MB / 3.8MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.46%, 5.16MiB / 125MiB, 4.13%, 18.6kB / 9.27kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.82%, 22MiB / 500MiB, 4.40%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 39.41%, 5.703MiB / 3.703GiB, 0.15%, 3.91MB / 2.94MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 110.09%, 6.328MiB / 3.703GiB, 0.17%, 2.82MB / 3.8MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.46%, 5.16MiB / 125MiB, 4.13%, 18.6kB / 9.27kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.82%, 22MiB / 500MiB, 4.40%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 39.41%, 5.703MiB / 3.703GiB, 0.15%, 3.91MB / 2.94MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.91%, 6.332MiB / 3.703GiB, 0.17%, 2.89MB / 3.89MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.16MiB / 125MiB, 4.13%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.23%, 22MiB / 500MiB, 4.40%, 48.8kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 39.41%, 5.703MiB / 3.703GiB, 0.15%, 3.91MB / 2.94MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.91%, 6.332MiB / 3.703GiB, 0.17%, 2.89MB / 3.89MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.16MiB / 125MiB, 4.13%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.23%, 22MiB / 500MiB, 4.40%, 48.8kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 31.28%, 5.707MiB / 3.703GiB, 0.15%, 4MB / 3.01MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 99.60%, 6.355MiB / 3.703GiB, 0.17%, 2.95MB / 3.97MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.164MiB / 125MiB, 4.13%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 22MiB / 500MiB, 4.40%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 31.28%, 5.707MiB / 3.703GiB, 0.15%, 4MB / 3.01MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 99.60%, 6.355MiB / 3.703GiB, 0.17%, 2.95MB / 3.97MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.164MiB / 125MiB, 4.13%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 22MiB / 500MiB, 4.40%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.76%, 5.715MiB / 3.703GiB, 0.15%, 4.08MB / 3.08MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 104.08%, 6.363MiB / 3.703GiB, 0.17%, 3.03MB / 4.06MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.18MiB / 125MiB, 4.14%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 22MiB / 500MiB, 4.40%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.76%, 5.715MiB / 3.703GiB, 0.15%, 4.08MB / 3.08MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 104.08%, 6.363MiB / 3.703GiB, 0.17%, 3.03MB / 4.06MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.18MiB / 125MiB, 4.14%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 22MiB / 500MiB, 4.40%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.76%, 5.715MiB / 3.703GiB, 0.15%, 4.08MB / 3.08MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.07%, 6.367MiB / 3.703GiB, 0.17%, 3.09MB / 4.15MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.13%, 5.184MiB / 125MiB, 4.15%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 9.988MiB / 50MiB, 19.98%, 5.12kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.43%, 22.18MiB / 500MiB, 4.44%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.47%, 5.727MiB / 3.703GiB, 0.15%, 4.18MB / 3.15MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.07%, 6.367MiB / 3.703GiB, 0.17%, 3.09MB / 4.15MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.13%, 5.184MiB / 125MiB, 4.15%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 9.988MiB / 50MiB, 19.98%, 5.12kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.43%, 22.18MiB / 500MiB, 4.44%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.47%, 5.727MiB / 3.703GiB, 0.15%, 4.18MB / 3.15MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.07%, 6.367MiB / 3.703GiB, 0.17%, 3.09MB / 4.15MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.13%, 5.184MiB / 125MiB, 4.15%, 18.8kB / 9.38kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 9.988MiB / 50MiB, 19.98%, 5.12kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.43%, 22.18MiB / 500MiB, 4.44%, 48.9kB / 10.2kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.21%, 5.742MiB / 3.703GiB, 0.15%, 4.27MB / 3.22MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 101.33%, 6.375MiB / 3.703GiB, 0.17%, 3.17MB / 4.25MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.191MiB / 125MiB, 4.15%, 19kB / 9.49kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.19kB / 1.37kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.53%, 22.22MiB / 500MiB, 4.44%, 51.1kB / 10.7kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.47kB / 7.31kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.21%, 5.742MiB / 3.703GiB, 0.15%, 4.27MB / 3.22MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 101.33%, 6.375MiB / 3.703GiB, 0.17%, 3.17MB / 4.25MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.191MiB / 125MiB, 4.15%, 19kB / 9.49kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.988MiB / 50MiB, 19.98%, 5.19kB / 1.37kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.53%, 22.22MiB / 500MiB, 4.44%, 51.1kB / 10.7kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.13%, 2.523MiB / 50MiB, 5.05%, 5.86kB / 7.86kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 40.41%, 5.746MiB / 3.703GiB, 0.15%, 4.37MB / 3.3MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 112.87%, 6.434MiB / 3.703GiB, 0.17%, 3.24MB / 4.34MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.52%, 5.211MiB / 125MiB, 4.17%, 19.6kB / 9.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.27%, 9.988MiB / 50MiB, 19.98%, 5.19kB / 1.37kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 22.22MiB / 500MiB, 4.44%, 51.1kB / 10.7kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.13%, 2.523MiB / 50MiB, 5.05%, 5.86kB / 7.86kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 40.41%, 5.746MiB / 3.703GiB, 0.15%, 4.37MB / 3.3MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 112.87%, 6.434MiB / 3.703GiB, 0.17%, 3.24MB / 4.34MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.52%, 5.211MiB / 125MiB, 4.17%, 19.6kB / 9.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.27%, 9.988MiB / 50MiB, 19.98%, 5.19kB / 1.37kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 22.22MiB / 500MiB, 4.44%, 51.1kB / 10.7kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.86kB / 7.86kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.78%, 5.77MiB / 3.703GiB, 0.15%, 4.46MB / 3.37MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 107.51%, 6.441MiB / 3.703GiB, 0.17%, 3.31MB / 4.44MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.211MiB / 125MiB, 4.17%, 19.6kB / 9.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.32%, 9.988MiB / 50MiB, 19.98%, 5.19kB / 1.37kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 22.22MiB / 500MiB, 4.44%, 51.1kB / 10.7kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.86kB / 7.86kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.78%, 5.77MiB / 3.703GiB, 0.15%, 4.46MB / 3.37MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 107.51%, 6.441MiB / 3.703GiB, 0.17%, 3.31MB / 4.44MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.211MiB / 125MiB, 4.17%, 19.6kB / 9.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.32%, 9.988MiB / 50MiB, 19.98%, 5.19kB / 1.37kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 22.22MiB / 500MiB, 4.44%, 51.1kB / 10.7kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.86kB / 7.86kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.78%, 5.77MiB / 3.703GiB, 0.15%, 4.46MB / 3.37MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 107.51%, 6.441MiB / 3.703GiB, 0.17%, 3.31MB / 4.44MB, 2.74MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.211MiB / 125MiB, 4.17%, 19.6kB / 9.88kB, 5.31MB / 0B
